def,ID pers,ID,ID loan,п1,п2,п3,п4,п5,п6,п7,п8,п9,п10,п11,п12,п13,п14,п15,п16,п17,п18,п19,п20,п21,п22,п23,п24,п25,п26,п27,п28,п29,п30,п31,п32,п33,п34,п35,п36,п37,п38,п39,п40,п41,п42,п43,п44,п45,п46,п47,п48,п49,п50,п51,п52,п53,п54,п55,п56,п57,п58,п59,п60,п61,п62,п63,п64,п65,п66,
0,0929U9,53.190121.001,53-190121-1-1,Престиж,Да,Нет,24.9,3500,3500,36,36,30,2,бе,нв,1,с,б,10,2,0,сс,п,с,68,сх,Нет,Нет,Нет,0,0,507.87,507.87,507.44,507.44,р,25.42,1219.23,ду,1348.5,787.1,1219.22,Да,53000,19.01.2021,,дк,126,Нет,Да,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,3500,Нет,Да,81,
0,0978PJ,65.190121.001,65-190121-1-1,Классик,Нет,Нет,24.9,6000,6000,36,36,44,2,бе,нв,3,г,б,11,2,0,сс,п,пр,39,сх,Нет,Нет,Нет,0,0,2540.02,2540.02,2540.02,2540.02,р,9.34,3111.38,дз,2934.4,787.1,3111.38,Да,65000,19.01.2021,,и,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,6000,Нет,Да,39,
0,119229,65.190121.002,65-200121-1-1,Классик,Нет,Нет,24.9,4500,4500,36,36,35,1,бе,за,2,о,н,0,0,0,в,п,пр,63,ит,Нет,Нет,Нет,0,0,1134.43,1134.43,992.14,992.14,р,38.47,1722.11,дз,1118.88,3178.8,1722.11,Да,65000,20.01.2021,,сб,339,Нет,Нет,Нет,Да,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,4500,Нет,Да,1,
0,0978UL,71.190121.001,71-190121-1-1,Классик,Нет,Нет,24.9,6000,6000,36,36,28,1,бе,за,1,р,б,4,3,1,в,п,с,29,пп,Нет,Нет,Нет,0,0,402.54,402.54,402.54,402.54,р,29.23,1167.37,дз,981.02,1125.5,1167.37,Да,71000,19.01.2021,,зн,,Нет,Нет,Нет,Да,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,6000,Нет,Да,29,
0,093Q6Q,83.190121.001,83-190121-1-1,Престиж,Нет,Нет,24.9,900,900,36,36,37,2,бе,нв,2,р,р,0,2,0,в,п,с,210,у,Нет,Нет,Нет,0,0,296.32,296.32,351.04,351.04,р,5.27,927.68,дз,7.64,798.5,927.68,Да,83000,19.01.2021,,и,,Нет,Нет,Нет,Да,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,900,Нет,Да,210,
0,388625,91.190121.001,91-190121-1-1,Престиж,Да,Нет,24.9,6200,6200,36,36,52,2,бе,нв,1,с,р,0,0,0,с,п,п,245,т,Нет,Нет,Нет,0,0,615.46,615.46,614.69,614.69,и,39.76,995.58,дз,191.12,0,995.58,Да,91000,19.01.2021,,дк,455,Нет,Да,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Да,Нет,Нет,Да,Да,Да,6200,Нет,Да,28,
0,0978P0,92.190121.001,92-190121-1-1,Классик,Нет,Нет,24.9,3589,2700,11,11,62,2,бе,нв,1,с,б,35,0,0,в,п,нп,0,,Нет,Нет,Нет,0,0,724.89,724.89,624.89,624.89,н,39.64,1010.57,дз,0,0,1010.57,Да,92000,19.01.2021,,зн,925,Нет,Да,Нет,Нет,24.9,,11,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,2700,Нет,Да,,
0,196639,93.190121.001,93-200121-1-1,Престиж,Нет,Нет,24.9,4000,4000,36,36,35,1,бе,за,1,р,б,8,1,0,с,п,р,149,бу,Нет,Нет,Нет,0,0,285.17,285.17,285.85,285.85,р,38.93,852.49,дз,880.5,1159.1,852.49,Да,93000,19.01.2021,,и,,Нет,Нет,Нет,Да,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,4000,Нет,Да,149,
0,0978XO,93.190121.003,93-190121-1-1,Классик,Нет,Нет,24.9,2500,1700,36,36,49,1,бе,во,1,г,б,27,0,0,сс,п,р,47,сх,Нет,Нет,Нет,0,0,290.77,290.77,240.35,240.35,р,38.07,716.45,дз,877.99,787.1,716.45,Да,93000,19.01.2021,,и,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,1700,Нет,Да,47,
0,400884,56.200121.005,56-210121-1-1,Престиж,Да,Нет,24.9,9000,9000,36,36,33,2,бе,нв,1,р,р,0,0,0,сс,п,ро,22,зо,Нет,Нет,Нет,0,0,22822.4,22822.4,22664.87,22664.87,р,3.82,23408.08,дз,637.98,852.8,23408.08,Да,56000,20.01.2021,,дк,774,Нет,Да,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,9000,Нет,Да,60,
1,094D77,58.200121.003,58-200121-1-1,Престиж,Да,Нет,24.9,4500,4500,36,36,43,1,бе,за,2,с,б,10,0,0,сс,п,р,11,бу,Нет,Нет,Нет,0,0,407.1,407.1,406.37,406.37,р,39.97,789.78,дз,508.81,1159.1,789.78,Да,58000,20.01.2021,,дк,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,4500,Нет,Да,11,
0,0974H8,66.200121.002,66-210121-1-2,Классик,Нет,Нет,24.9,2550,2550,36,36,40,1,бе,нв,1,р,н,0,0,0,в,п,р,17,бу,Нет,Нет,Нет,0,1,220.41,220.41,210.91,210.91,р,34.86,572.76,дз,1101.83,1159.1,572.76,Да,66000,21.01.2021,,зн,,Нет,Нет,Нет,Да,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,2550,Нет,Да,17,
0,256373,69.200121.001,69-200121-1-1,Престиж,Нет,Нет,24.9,4000,4000,36,36,30,1,бе,ос,1,р,б,3,2,0,в,п,с,35,пп,Нет,Нет,Нет,0,0,345.54,345.54,351.94,351.94,р,33.49,1096.9,дз,514.58,1125.5,1096.9,Да,69000,20.01.2021,,дк,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Да,Нет,Нет,Нет,Нет,Нет,,Да,Да,4000,Нет,Да,35,
0,281219,71.200121.001,71-260121-1-1,Престиж,Нет,Нет,24.9,5500,5500,36,36,45,2,бе,нв,1,с,б,25,1,0,сс,п,с,79,сх,Нет,Нет,Нет,0,0,758.53,758.53,615.54,615.54,р,37.64,1247.05,дз,1216.81,787.1,1247.05,Да,71000,20.01.2021,,дк,822,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,5500,Нет,Да,79,
0,09782X,74.200121.001,74-210121-1-1,Классик,Нет,Нет,24.9,6000,6000,36,36,29,1,ро,во,1,р,б,0,0,0,с,п,с,20,у,Да,Нет,Нет,0,2,1614.32,1614.32,1614.32,1614.32,р,15.29,2000,дз,544.67,798.5,2000,Да,74000,20.01.2021,,зн,554,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Да,Нет,,Да,Да,6000,Нет,Да,10,
0,0979DQ,88.200121.001,88-210121-1-1,Классик,Да,Нет,24.9,5200,5200,36,36,30,2,бе,нв,1,с,б,7,1,0,в,п,с,3,бу,Нет,Нет,Нет,0,0,536.3,536.3,543.25,543.25,р,28.83,1014.82,дз,0,1159.1,1014.82,Да,88000,20.01.2021,,и,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Да,Нет,Да,Да,Нет,Нет,Да,Да,Да,5200,Нет,Да,3,
0,0979CX,90.200121.001,90-200121-1-1,Классик,Нет,Нет,24.9,1500,1400,36,36,36,2,бе,нв,1,с,р,0,1,0,сс,п,р,23,т,Нет,Нет,Нет,0,0,76.58,76.58,72.59,72.59,р,21.94,555.1,дз,508.01,977.2,555.1,Да,90000,20.01.2021,,и,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,1400,Нет,Да,23,
0,0979AK,92.200121.001,92-200121-1-1,Классик,Нет,Нет,24.9,2089,2089,36,36,50,2,бе,нв,1,с,б,31,0,0,сс,п,р,96,т,Нет,Нет,Нет,0,0,482.92,482.92,482.92,482.92,р,13.16,768.6,дз,720.94,977.2,768.6,Нет,92000,20.01.2021,,зн,987,Нет,Да,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,2089,Нет,Да,96,
0,102373,92.200121.002,92-260121-1-1,Престиж,Да,Нет,24.9,1360,1360,36,36,52,1,бе,нв,1,с,б,16,0,0,с,п,р,156,пп,Нет,Нет,Нет,0,1,66.4,66.4,66.4,66.4,р,18.71,352.08,дз,368.66,1125.5,352.08,Да,92000,26.01.2021,,дк,211,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,1360,Нет,Да,163,
0,182419,93.200121.001,93-200121-1-2,Престиж,Нет,Нет,24.9,3000,3000,36,36,34,1,бе,за,1,с,б,10,2,0,с,п,р,106,пп,Нет,Нет,Нет,0,0,673.65,673.65,425.92,425.92,р,31.57,1245.01,дз,1243.85,1125.5,1245.01,Да,93000,20.01.2021,,и,,Нет,Нет,Нет,Да,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,3000,Нет,Да,106,
0,213875,93.200121.002,93-210121-1-1,Престиж,Нет,Нет,24.9,4000,4000,36,36,35,1,бе,за,1,с,б,10,1,0,сс,п,с,16,пп,Нет,Нет,Нет,0,0,1488.68,1488.68,1386.53,1386.53,р,28.49,2267.2,дз,1591.93,1125.5,2267.2,Да,93000,20.01.2021,,и,,Нет,Нет,Нет,Да,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,4000,Нет,Да,16,
0,312228,58.210121.001,58-210121-1-2,Престиж,Да,Нет,24.9,6000,6000,36,36,50,1,бе,за,2,р,б,24,1,0,в,п,с,106,пп,Нет,Нет,Нет,0,0,912.85,912.85,722.43,722.43,р,35.86,1341.37,дз,1303.18,1125.5,1341.37,Да,58000,21.01.2021,,дк,996,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,6000,Нет,Да,106,
0,755300,58.210121.002,58-220121-1-1,Престиж,Нет,Нет,24.9,5000,2500,36,36,57,2,бе,нв,3,с,н,0,0,0,в,п,п,68,пн,Да,Нет,Нет,0,0,2738.1,2738.1,1870.41,1870.41,и,39.75,4118.6,р,61.89,0,3622.6,Да,58000,21.01.2021,,зн,991,Нет,Да,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,2500,Нет,Да,47,
0,0979U8,65.210121.001,65-220121-1-1,Классик,Нет,Нет,24.9,4700,4700,36,36,40,2,бе,нв,2,с,р,0,1,0,в,п,с,244,пп,Нет,Нет,Нет,0,0,629.83,629.83,604.92,604.92,р,27.96,1118.35,дз,1283.94,1125.5,1118.35,Да,65000,21.01.2021,,сб,833,Нет,Да,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,4700,Нет,Да,216,
1,0979KX,66.210121.001,66-210121-1-1,Классик,Нет,Нет,24.9,5200,5200,36,36,24,2,бе,нв,1,с,б,0,3,1,сс,в,нп,0,,Нет,Нет,Нет,0,0,881.4,881.4,881.4,881.4,н,15.78,1595.6,дз,0,0,1595.6,Нет,66000,21.01.2021,,зн,,Нет,Нет,Нет,Да,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,5200,Нет,Да,,
0,0979NR,67.210121.002,67-220121-1-1,Классик,Нет,Нет,24.9,6000,6000,36,36,47,1,бе,за,1,р,б,14,2,0,сс,п,пр,10,т,Нет,Нет,Нет,0,0,1173.64,1173.64,1159.82,1159.82,р,21.54,1835,р,885.7,977.2,1836.09,Да,67000,21.01.2021,,ре,895,Нет,Да,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,6000,Нет,Да,10,
0,0979QO,71.210121.001,71-210121-1-1,Классик,Нет,Нет,24.9,6000,4500,2,2,40,1,бе,нв,1,с,б,12,2,0,с,п,п,71,пп,Нет,Нет,Нет,0,0,8325.64,8325.64,7473.77,7473.77,и,38.16,9177,дз,0,0,9177,Да,71000,21.01.2021,,зн,,Нет,Нет,Нет,Да,24.9,,2,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,4500,Нет,Да,,
1,0979NB,78.210121.001,78-210121-1-1,Классик,Нет,Нет,24.9,6000,6000,36,36,47,1,уз,за,1,с,б,4,1,0,сс,п,п,7,у,Нет,Нет,Нет,0,0,550.25,550.25,434.75,434.75,и,33.66,978.77,дз,0,0,978.77,Нет,78000,21.01.2021,,зн,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Да,Нет,Нет,Нет,Нет,Нет,,Да,Да,6000,Нет,Да,,
0,550941,83.210121.001,83-210121-1-1,Престиж,Нет,Нет,24.9,2000,2000,36,36,40,2,бе,нв,1,и,б,0,0,0,сс,п,пр,65,т,Нет,Нет,Нет,0,1,812.67,812.67,647.63,647.63,р,27.16,1148.35,дз,992.71,977.2,1148.35,Да,83000,21.01.2021,,и,926,Нет,Да,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,2000,Нет,Да,65,
0,0979OL,84.210121.001,84-210121-1-1,Классик,Нет,Нет,24.9,3000,3000,24,24,24,2,бе,нв,1,а,н,0,0,0,в,п,с,22,зо,Нет,Нет,Нет,0,1,1087.62,1087.62,1060.76,1060.76,р,22.18,1490.18,дз,1398.35,852.8,1490.18,Да,84000,21.01.2021,,и,,Нет,Нет,Нет,Нет,24.9,,24,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,3000,Нет,Да,22,
0,0979LB,86.210121.001,86-220121-1-1,Классик,Нет,Нет,24.9,500,500,12,12,40,2,бе,нв,1,с,б,8,0,0,сс,п,с,61,т,Нет,Нет,Нет,0,0,276.05,276.05,276.05,276.05,р,9.24,561.73,дз,601.13,977.2,561.73,Да,86000,21.01.2021,,и,,Нет,Нет,Нет,Да,24.9,,12,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Нет,500,Нет,Да,61,
0,097W3Y,86.210121.002,86-220121-1-2,Классик,Нет,Нет,24.9,1500,1500,36,36,51,1,бе,ос,1,с,б,6,0,0,сс,п,р,42,у,Нет,Нет,Нет,0,0,322.23,322.23,316.61,316.61,р,17.78,644.06,дз,930.1,798.5,644.06,Да,86000,21.01.2021,,и,,Нет,Нет,Нет,Да,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,1500,Нет,Да,216,
0,0979R5,88.210121.001,88-250121-1-1,Классик,Да,Нет,24.9,3045,3045,36,36,39,2,бе,нв,1,р,н,0,1,0,сс,п,р,258,пп,Нет,Нет,Нет,0,0,712.49,712.49,671.31,671.31,р,22.96,1236.01,дз,779.37,1125.5,1236.01,Да,88000,25.01.2021,,сб,,Нет,Нет,Нет,Да,24.9,,36,Нет,Нет,Нет,Нет,Да,Нет,Нет,Да,Да,Да,3045,Нет,Да,216,
0,096IQM,95.210121.001,95-210121-1-1,Престиж,Да,Нет,24.9,6000,6000,36,36,28,1,бе,за,2,р,н,0,0,0,сс,п,с,5,у,Нет,Нет,Нет,0,0,1846.11,1846.11,1846.11,1846.11,р,13.63,2131.79,дз,56.18,798.5,2131.79,Да,95000,21.01.2021,,дк,766,Нет,Да,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,6000,Нет,Да,5,
0,797976,98.210121.001,98-210121-1-1,Престиж,Нет,Нет,24.9,6000,6000,36,36,44,1,бе,нв,1,с,б,2,0,0,сс,п,р,258,пп,Нет,Нет,Нет,0,1,1995.09,1995.09,2050.22,2050.22,р,28.83,2873.77,дз,1962.33,1125.5,2873.77,Да,98000,21.01.2021,,и,949,Нет,Да,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,6000,Нет,Да,180,
0,0979LG,98.210121.004,98-220121-1-1,Классик,Нет,Нет,24.9,1500,1500,36,36,34,2,бе,нв,1,с,б,10,1,0,сс,п,с,71,б,Нет,Нет,Нет,0,1,293.03,293.03,277.85,277.85,р,32.62,940.55,дз,404.75,1713.8,940.55,Да,98000,21.01.2021,,ре,590,Нет,Да,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,1500,Нет,Да,71,
0,138881,53.220121.002,53-250121-1-1,Престиж,Да,Нет,24.9,2500,1200,36,36,33,2,бе,нв,1,с,б,7,1,0,в,п,с,126,пп,Нет,Нет,Нет,0,0,235.21,235.21,154.82,154.82,р,39.89,873.73,дз,816.02,1125.5,873.73,Да,53000,22.01.2021,,дк,979,Нет,Да,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,1200,Нет,Да,126,
0,09799E,55.220121.003,55-220121-1-1,Классик,Нет,Нет,24.9,6000,6000,36,36,37,1,бе,нв,1,с,б,15,2,0,в,п,с,208,ит,Нет,Нет,Нет,0,0,891.87,891.87,815.5,815.5,р,31.32,1596.23,дз,1099.43,3178.8,1596.23,Да,55000,22.01.2021,,ре,717,Нет,Нет,Нет,Да,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,6000,Нет,Да,208,
0,479309,56.220121.001,56-250121-1-1,Классик,Нет,Нет,24.9,6000,6000,36,36,38,1,ро,за,1,с,б,7,2,0,сс,п,п,27,у,Нет,Нет,Нет,1,10,8793.31,8793.31,8473.07,8473.07,и,20.88,11064.67,дз,0,0,11064.67,Да,56000,22.01.2021,,ре,,Нет,Нет,Нет,Да,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,6000,Нет,Да,,
0,529277,65.220121.001,65-250121-1-1,Престиж,Да,Нет,24.9,2600,2600,36,36,35,2,бе,нв,1,с,б,11,1,0,в,п,с,155,зо,Нет,Нет,Нет,0,0,684.74,684.74,702.95,702.95,р,32.67,1493.26,дз,1146.14,852.8,1493.26,Да,65000,22.01.2021,,дк,955,Нет,Да,Нет,Нет,0,24.9,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,2600,Нет,Да,155,
0,09792V,74.220121.001,74-260121-1-1,Классик,Нет,Нет,24.9,3500,3500,36,36,55,2,бе,нв,1,с,р,0,2,0,с,п,р,91,т,Нет,Нет,Нет,0,0,172.69,172.69,172.69,172.69,р,22.78,744.05,дз,587.95,977.2,744.05,Да,74000,26.01.2021,,и,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,3500,Нет,Да,91,
0,09797A,92.220121.003,92-220121-1-1,Классик,Нет,Нет,24.9,2089,2089,18,18,24,1,бе,нв,1,р,н,0,0,0,в,п,с,17,о,Нет,Нет,Нет,0,2,286.12,286.12,286.12,286.12,р,27.81,571.8,дз,525.83,774.3,571.8,Да,92000,22.01.2021,,зн,,Нет,Нет,Нет,Да,24.9,,18,Нет,Нет,Нет,Нет,Нет,Да,Нет,,Да,Да,2089,Нет,Да,17,
0,0956BJ,98.220121.001,98-270121-1-1,Классик,Нет,Нет,24.9,6000,6000,36,36,63,1,бе,нв,1,с,б,36,0,0,сс,п,с,136,пп,Да,Нет,Нет,0,1,1359.76,1359.76,1343.76,1343.76,р,25.43,1795.44,дз,646.73,1125.5,1795.44,Да,98000,27.01.2021,,сб,509,Нет,Да,Нет,Нет,24.9,,36,Нет,Да,Нет,Нет,Нет,Нет,Нет,,Да,Да,6000,Нет,Да,136,
0,098GBC,78.230121.001,78-060221-1-1,Классик,Нет,Нет,24.9,6000,6000,36,36,61,1,бе,за,1,с,б,0,0,0,с,п,р,80,пп,Нет,Нет,Нет,1,0,778.12,778.12,778.12,778.12,р,27.32,1063.8,дз,885.68,1125.5,1063.8,Нет,78000,02.02.2021,,и,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,6000,Нет,Да,79,
0,436405,51.250121.001,51-250121-1-1,Престиж,Нет,Нет,24.9,1100,1100,36,36,41,1,бе,нв,1,с,б,13,2,0,сс,п,р,41,пп,Нет,Нет,Нет,0,0,232.46,232.46,186.99,186.99,р,36.12,1103.82,дз,792.15,1125.5,1103.82,Да,51000,25.01.2021,,дк,,Нет,Нет,Нет,Да,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,1100,Нет,Да,41,
1,098A0B,52.250121.001,52-250121-1-1,Классик,Нет,Нет,24.9,500,500,12,12,57,2,бе,нв,1,а,н,0,0,0,сс,п,нп,0,,Нет,Нет,Нет,0,0,133.78,133.78,133.78,133.78,н,12.37,419.46,дз,0,0,419.46,Да,52000,25.01.2021,,ре,,Нет,Нет,Нет,Нет,24.9,,12,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Нет,500,Да,Да,,
0,098A0W,55.250121.001,55-280121-1-2,Престиж,Нет,Нет,24.9,7900,7900,36,36,43,2,бе,нв,1,р,б,4,2,0,сс,п,р,7,пп,Нет,Нет,Нет,0,0,390.36,390.36,390.36,390.36,р,39.78,961.72,дз,516.24,1125.5,961.72,Да,55000,28.01.2021,,и,,Нет,Нет,Нет,Да,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,7900,Нет,Да,8,
0,098A8W,56.250121.002,56-250121-1-2,Классик,Нет,Нет,24.9,4000,4000,36,36,44,1,бе,за,1,р,б,22,0,0,сс,п,р,5,бу,Нет,Нет,Нет,0,0,269.13,269.13,269.13,269.13,р,34.92,554.81,дз,106.51,1159.1,554.81,Да,56000,25.01.2021,,и,916,Нет,Да,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,4000,Нет,Да,5,
0,476660,58.250121.001,58-250121-1-1,Престиж,Нет,Нет,24.9,3000,3000,36,36,32,1,бе,за,2,с,б,13,2,0,сс,п,п,50,у,Нет,Нет,Нет,0,1,1998.01,1998.01,2014.34,2014.34,и,9.26,2886,дз,0,0,2886,Да,58000,25.01.2021,,дк,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,3000,Нет,Да,,
0,091PK5,58.250121.004,58-250121-1-2,Престиж,Да,Нет,24.9,2000,2000,36,36,46,1,бе,за,2,с,б,25,1,0,в,п,р,20,пп,Нет,Нет,Нет,0,0,296.77,296.77,241.15,241.15,р,32.71,851.29,дз,589.91,1125.5,851.29,Да,58000,25.01.2021,,и,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,2000,Нет,Да,20,
0,568939,90.250121.002,90-260121-1-1,Престиж,Нет,Нет,24.9,6000,6000,36,36,37,1,бе,но,1,а,б,16,3,0,в,п,р,156,пп,Нет,Нет,Нет,0,0,2469.08,2469.08,2439.53,2439.53,р,28.12,3983.28,дз,3185.79,1125.5,3983.28,Да,90000,25.01.2021,,зн,931,Нет,Да,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,6000,Нет,Да,156,
0,096I67,94.250121.255,94-120221-1-145,Классик,Нет,Нет,24.9,500,500,12,12,40,1,бе,за,1,р,н,0,0,0,сс,п,р,7,бу,Нет,Нет,Нет,2,1,1006.45,1006.45,947.04,947.04,р,11.23,1330.13,дз,727.98,1159.1,1330.13,Да,94000,12.02.2021,,и,,Нет,Нет,Нет,Нет,24.9,,12,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Нет,500,Нет,Да,7,
0,770820,94.250121.415,94-260121-1-250,Престиж,Да,Нет,24.9,5800,4200,36,36,50,1,бе,за,3,р,б,29,0,0,сс,п,р,256,у,Нет,Нет,Нет,0,0,510.08,510.08,432.96,432.96,р,39.52,851.93,дз,609.9,798.5,851.93,Да,94000,25.01.2021,,зн,,Нет,Нет,Нет,Да,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,4200,Нет,Да,216,
0,096OSQ,52.260121.002,52-270121-1-1,Классик,Нет,Нет,24.9,1500,1500,36,36,38,2,бе,нв,1,с,б,15,1,0,сс,п,с,38,бу,Нет,Нет,Нет,0,0,295.94,295.94,190.39,190.39,р,36.44,859.46,дз,584.74,1159.1,859.46,Да,52000,27.01.2021,,зн,,Нет,Нет,Нет,Да,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,1500,Нет,Да,38,
0,09211F,53.260121.001,53-260121-1-1,Престиж,Да,Нет,24.9,3500,3500,36,36,49,2,бе,нв,1,с,б,31,0,0,сс,п,с,147,сх,Нет,Нет,Нет,0,0,343.4,343.4,370.02,370.02,р,33.31,729.08,дз,1081.35,787.1,729.08,Да,53000,26.01.2021,,дк,,Нет,Нет,Нет,Да,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,3500,Нет,Да,147,
0,091UMV,53.260121.002,53-260121-1-2,Классик,Нет,Нет,24.9,4000,4000,36,36,37,2,бе,нв,1,с,р,0,4,1,сс,п,с,136,о,Нет,Нет,Нет,0,0,1015.98,1015.98,963.7,963.7,р,23.73,2133.02,р,5.68,774.3,2133.23,Да,53000,26.01.2021,,зн,372,Нет,Да,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,4000,Нет,Да,136,
0,098BFI,55.260121.001,55-260121-1-1,Классик,Нет,Нет,24.9,1500,1500,36,36,29,1,бе,за,1,с,р,0,0,0,с,п,р,3,сх,Нет,Нет,Нет,0,2,224.23,224.23,224.23,224.23,р,14.25,509.91,дз,0,787.1,509.91,Да,55000,26.01.2021,,и,,Нет,Нет,Нет,Да,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,1500,Нет,Да,3,
0,754162,58.260121.001,58-260121-1-3,Престиж,Нет,Нет,24.9,3000,3000,36,36,46,2,бе,нв,1,с,р,0,0,0,в,п,с,12,б,Нет,Да,Нет,0,0,630.23,630.23,627.65,627.65,р,34.69,1175.91,дз,952.64,1713.8,1175.91,Да,58000,26.01.2021,,и,729,Нет,Да,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,3000,Нет,Да,12,
1,330960,58.260121.005,58-260121-1-1,Классик,Нет,Нет,24.9,500,500,11,11,67,1,бе,нв,1,с,б,45,0,0,сс,п,нп,0,,Нет,Нет,Нет,0,0,125.9,125.9,61.32,61.32,н,34.03,441.58,дз,0,0,441.58,Да,58000,26.01.2021,,дк,,Нет,Нет,Нет,Нет,24.9,,11,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Нет,500,Нет,Да,,
0,175562,58.260121.007,58-260121-1-2,Престиж,Нет,Нет,24.9,6000,6000,36,36,51,1,ту,за,1,с,б,11,2,0,сс,п,с,126,пп,Нет,Нет,Нет,0,0,2529.27,2529.27,2529.27,2529.27,р,9.37,3100.63,дз,1412.25,1125.5,3100.63,Да,58000,26.01.2021,,ксб,,Нет,Да,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,6000,Нет,Да,126,
